Column1,ID,CID,QID,RID,EID,AID,Country,Question Text,Question Text (Short),Response,Education,Age,Weighted Mean,Cat ID,Category,Question Context
3739,3739,13,10,1,3,1,Canada,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,Under 12,All Ages,NA,3,Peoples' priorities,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
3740,3740,13,10,2,3,1,Canada,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,Under 12,All Ages,NA,3,Peoples' priorities,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
3741,3741,13,10,3,3,1,Canada,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,Under 12,All Ages,NA,3,Peoples' priorities,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
3742,3742,13,10,4,3,1,Canada,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,Under 12,All Ages,NA,3,Peoples' priorities,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
3743,3743,13,10,1000,3,1,Canada,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,Under 12,All Ages,NA,3,Peoples' priorities,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
3034,3034,13,11,1,1,1,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A lot,All Education,All Ages,77,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3035,3035,13,11,2,1,1,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A little,All Education,All Ages,16,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3036,3036,13,11,4,1,1,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Not at all,All Education,All Ages,4,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3037,3037,13,11,1000,1,1,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Don't know,All Education,All Ages,2,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3247,3247,13,11,1,1,2,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A lot,All Education,Under 18,NA,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3248,3248,13,11,2,1,2,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A little,All Education,Under 18,NA,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3249,3249,13,11,4,1,2,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Not at all,All Education,Under 18,NA,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3250,3250,13,11,1000,1,2,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Don't know,All Education,Under 18,NA,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3318,3318,13,11,1,1,3,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A lot,All Education,18 to 35,76,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3319,3319,13,11,2,1,3,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A little,All Education,18 to 35,18,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3320,3320,13,11,4,1,3,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Not at all,All Education,18 to 35,4,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3321,3321,13,11,1000,1,3,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Don't know,All Education,18 to 35,2,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3389,3389,13,11,1,1,4,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A lot,All Education,36 to 59,80,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3390,3390,13,11,2,1,4,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A little,All Education,36 to 59,13,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3391,3391,13,11,4,1,4,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Not at all,All Education,36 to 59,5,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3392,3392,13,11,1000,1,4,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Don't know,All Education,36 to 59,2,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3460,3460,13,11,1,1,5,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A lot,All Education,60 plus,75,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3461,3461,13,11,2,1,5,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A little,All Education,60 plus,18,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3462,3462,13,11,4,1,5,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Not at all,All Education,60 plus,3,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3463,3463,13,11,1000,1,5,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Don't know,All Education,60 plus,3,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3531,3531,13,11,1,4,1,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A lot,12 to 19,All Ages,75,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3532,3532,13,11,2,4,1,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A little,12 to 19,All Ages,18,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3533,3533,13,11,4,4,1,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Not at all,12 to 19,All Ages,5,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3534,3534,13,11,1000,4,1,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Don't know,12 to 19,All Ages,2,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3602,3602,13,11,1,5,1,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A lot,20 or over,All Ages,80,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3603,3603,13,11,2,5,1,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A little,20 or over,All Ages,14,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3604,3604,13,11,4,5,1,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Not at all,20 or over,All Ages,3,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3605,3605,13,11,1000,5,1,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Don't know,20 or over,All Ages,3,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3673,3673,13,11,1,2,1,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A lot,Never Attended,All Ages,NA,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3674,3674,13,11,2,2,1,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A little,Never Attended,All Ages,NA,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3675,3675,13,11,4,2,1,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Not at all,Never Attended,All Ages,NA,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3676,3676,13,11,1000,2,1,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Don't know,Never Attended,All Ages,NA,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3744,3744,13,11,1,3,1,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A lot,Under 12,All Ages,NA,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3745,3745,13,11,2,3,1,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A little,Under 12,All Ages,NA,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3746,3746,13,11,4,3,1,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Not at all,Under 12,All Ages,NA,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3747,3747,13,11,1000,3,1,Canada,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Don't know,Under 12,All Ages,NA,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
3038,3038,13,12,1,1,1,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,More protection,All Education,All Ages,62,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3039,3039,13,12,2,1,1,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,About the same as now,All Education,All Ages,31,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3040,3040,13,12,3,1,1,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Less protection,All Education,All Ages,3,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3041,3041,13,12,1000,1,1,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Don't know,All Education,All Ages,4,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3251,3251,13,12,1,1,2,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,More protection,All Education,Under 18,NA,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3252,3252,13,12,2,1,2,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,About the same as now,All Education,Under 18,NA,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3253,3253,13,12,3,1,2,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Less protection,All Education,Under 18,NA,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3254,3254,13,12,1000,1,2,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Don't know,All Education,Under 18,NA,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3322,3322,13,12,1,1,3,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,More protection,All Education,18 to 35,61,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3323,3323,13,12,2,1,3,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,About the same as now,All Education,18 to 35,31,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3324,3324,13,12,3,1,3,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Less protection,All Education,18 to 35,3,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3325,3325,13,12,1000,1,3,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Don't know,All Education,18 to 35,4,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3393,3393,13,12,1,1,4,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,More protection,All Education,36 to 59,58,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3394,3394,13,12,2,1,4,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,About the same as now,All Education,36 to 59,35,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3395,3395,13,12,3,1,4,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Less protection,All Education,36 to 59,3,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3396,3396,13,12,1000,1,4,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Don't know,All Education,36 to 59,3,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3464,3464,13,12,1,1,5,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,More protection,All Education,60 plus,63,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3465,3465,13,12,2,1,5,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,About the same as now,All Education,60 plus,31,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3466,3466,13,12,3,1,5,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Less protection,All Education,60 plus,3,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3467,3467,13,12,1000,1,5,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Don't know,All Education,60 plus,4,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3535,3535,13,12,1,4,1,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,More protection,12 to 19,All Ages,62,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3536,3536,13,12,2,4,1,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,About the same as now,12 to 19,All Ages,32,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3537,3537,13,12,3,4,1,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Less protection,12 to 19,All Ages,3,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3538,3538,13,12,1000,4,1,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Don't know,12 to 19,All Ages,4,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3606,3606,13,12,1,5,1,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,More protection,20 or over,All Ages,63,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3607,3607,13,12,2,5,1,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,About the same as now,20 or over,All Ages,30,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3608,3608,13,12,3,5,1,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Less protection,20 or over,All Ages,3,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3609,3609,13,12,1000,5,1,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Don't know,20 or over,All Ages,4,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3677,3677,13,12,1,2,1,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,More protection,Never Attended,All Ages,NA,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3678,3678,13,12,2,2,1,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,About the same as now,Never Attended,All Ages,NA,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3679,3679,13,12,3,2,1,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Less protection,Never Attended,All Ages,NA,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3680,3680,13,12,1000,2,1,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Don't know,Never Attended,All Ages,NA,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3748,3748,13,12,1,3,1,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,More protection,Under 12,All Ages,NA,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3749,3749,13,12,2,3,1,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,About the same as now,Under 12,All Ages,NA,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3750,3750,13,12,3,3,1,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Less protection,Under 12,All Ages,NA,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3751,3751,13,12,1000,3,1,Canada,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Don't know,Under 12,All Ages,NA,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
3050,3050,13,15,1,1,1,Canada,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,More,All Education,All Ages,64,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
3051,3051,13,15,2,1,1,Canada,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,About the same as now,All Education,All Ages,21,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
3052,3052,13,15,3,1,1,Canada,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,Less,All Education,All Ages,10,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
